x,y
2024-09-01T09:59:30+00:00,59.81
2024-09-01T10:04:30+00:00,58.16
2024-09-01T10:09:29+00:00,58.69
2024-09-01T10:14:27+00:00,58.14
2024-09-01T10:19:33+00:00,57.27
2024-09-01T10:24:30+00:00,57.64
2024-09-01T10:29:27+00:00,56.4
2024-09-01T10:34:28+00:00,56.71
2024-09-01T10:39:28+00:00,57.5
2024-09-01T10:44:27+00:00,56.74
2024-09-01T10:49:30+00:00,56.14
2024-09-01T10:54:33+00:00,55
2024-09-01T10:59:27+00:00,54.17
2024-09-01T11:04:27+00:00,55.76
2024-09-01T11:09:29+00:00,54.25
2024-09-01T11:14:27+00:00,53.88
2024-09-01T11:19:30+00:00,53.27
2024-09-01T11:24:32+00:00,52.16
2024-09-01T11:29:27+00:00,53.26
2024-09-01T11:34:27+00:00,53.21
2024-09-01T11:39:30+00:00,53.96
2024-09-01T11:44:29+00:00,52.53
2024-09-01T11:49:30+00:00,51.81
2024-09-01T11:54:32+00:00,53.12
2024-09-01T11:59:28+00:00,53.9
2024-09-01T12:04:27+00:00,51.88
2024-09-01T12:09:30+00:00,53.11
2024-09-01T12:14:29+00:00,53.29
2024-09-01T12:19:30+00:00,52.3
2024-09-01T12:24:32+00:00,54.48
2024-09-01T12:29:30+00:00,51.89
2024-09-01T12:34:27+00:00,52.33
2024-09-01T12:39:27+00:00,53.14
2024-09-01T12:44:34+00:00,54.22
2024-09-01T12:49:30+00:00,51.49
2024-09-01T12:54:28+00:00,51.86
2024-09-01T12:59:30+00:00,53.43
2024-09-01T13:04:29+00:00,54.01
2024-09-01T13:09:28+00:00,54.45
2024-09-01T13:14:32+00:00,51.98
2024-09-01T13:19:32+00:00,52.27
2024-09-01T13:24:30+00:00,53.55
2024-09-01T13:29:29+00:00,51.22
2024-09-01T13:34:30+00:00,52.3
2024-09-01T13:39:28+00:00,52.49
2024-09-01T13:44:30+00:00,51.62
2024-09-01T13:49:32+00:00,53.03
2024-09-01T13:54:27+00:00,54.1
2024-09-01T13:59:28+00:00,52.18
2024-09-01T14:04:30+00:00,51.77
2024-09-01T14:09:28+00:00,51.57
2024-09-01T14:14:30+00:00,53.49
2024-09-01T14:19:32+00:00,51.92
2024-09-01T14:24:28+00:00,49.58
2024-09-01T14:29:28+00:00,50.68
2024-09-01T14:34:28+00:00,51.02
2024-09-01T14:39:30+00:00,51.04
2024-09-01T14:44:30+00:00,51.28
2024-09-01T14:49:32+00:00,52.59
2024-09-01T14:54:30+00:00,51.63
2024-09-01T14:59:29+00:00,52.27
2024-09-01T15:04:30+00:00,52.68
2024-09-01T15:09:16+00:00,51.98
2024-09-01T15:14:17+00:00,51.9
2024-09-01T15:19:32+00:00,51.5
2024-09-01T15:24:32+00:00,51.21
2024-09-01T15:29:29+00:00,50.63
2024-09-01T15:34:29+00:00,53.06
2024-09-01T15:39:33+00:00,52.69
2024-09-01T15:44:30+00:00,53.59
2024-09-01T15:49:33+00:00,54.39
2024-09-01T15:54:28+00:00,54.86
2024-09-01T15:59:29+00:00,55.79
2024-09-01T16:04:28+00:00,55.01
2024-09-01T16:09:30+00:00,55.47
2024-09-01T16:14:33+00:00,56.83
2024-09-01T16:19:28+00:00,58.77
2024-09-01T16:24:28+00:00,57.81
2024-09-01T16:29:30+00:00,59.51
2024-09-01T16:34:28+00:00,60.12
2024-09-01T16:39:30+00:00,60.99
2024-09-01T16:44:33+00:00,61.44
2024-09-01T16:49:27+00:00,62.01
2024-09-01T16:54:28+00:00,62.84
2024-09-01T16:59:30+00:00,63.36
2024-09-01T17:04:29+00:00,63.93
2024-09-01T17:09:30+00:00,64.15
2024-09-01T17:14:32+00:00,64.27
2024-09-01T17:19:30+00:00,64.78
2024-09-01T17:24:28+00:00,65.22
2024-09-01T17:29:28+00:00,65.53
2024-09-01T17:34:30+00:00,66.63
2024-09-01T17:39:30+00:00,67.08
2024-09-01T17:44:31+00:00,67.67
2024-09-01T17:49:30+00:00,68.47
2024-09-01T17:54:28+00:00,68.91
2024-09-01T17:59:29+00:00,69.84
2024-09-01T18:04:30+00:00,70.41
2024-09-01T18:09:32+00:00,70.97
2024-09-01T18:14:34+00:00,70.77
2024-09-01T18:19:30+00:00,71.57
2024-09-01T18:24:29+00:00,72.07
2024-09-01T18:29:28+00:00,72.15
2024-09-01T18:34:30+00:00,72.24
2024-09-01T18:39:32+00:00,73.03
2024-09-01T18:44:31+00:00,73.57
2024-09-01T18:49:28+00:00,73.93
2024-09-01T18:54:30+00:00,73.66
2024-09-01T18:59:27+00:00,73.38
2024-09-01T19:04:31+00:00,74.01
2024-09-01T19:09:34+00:00,74.61
2024-09-01T19:14:28+00:00,74.54
2024-09-01T19:19:27+00:00,74.84
2024-09-01T19:24:29+00:00,74.67
2024-09-01T19:29:29+00:00,74.9
2024-09-01T19:34:30+00:00,75.73
2024-09-01T19:39:31+00:00,75.67
2024-09-01T19:44:28+00:00,75.83
2024-09-01T19:49:27+00:00,76
2024-09-01T19:54:27+00:00,76.37
2024-09-01T19:59:29+00:00,77.11
2024-09-01T20:04:30+00:00,77.19
2024-09-01T20:09:30+00:00,77.16
2024-09-01T20:14:30+00:00,77.49
2024-09-01T20:19:28+00:00,77.47
2024-09-01T20:24:27+00:00,77.65
2024-09-01T20:29:29+00:00,77.98
2024-09-01T20:34:31+00:00,78.11
2024-09-01T20:39:30+00:00,78.15
2024-09-01T20:44:28+00:00,78.31
2024-09-01T20:49:28+00:00,78.75
2024-09-01T20:54:27+00:00,78.74
2024-09-01T20:59:28+00:00,79
2024-09-01T21:04:33+00:00,79.37
2024-09-01T21:09:31+00:00,79.47
2024-09-01T21:14:27+00:00,79.53
2024-09-01T21:19:29+00:00,79.95
2024-09-01T21:24:31+00:00,79.55
2024-09-01T21:29:30+00:00,79.73
2024-09-01T21:34:34+00:00,79.67
2024-09-01T21:39:34+00:00,79.96
2024-09-01T21:44:30+00:00,80.17
2024-09-01T21:49:31+00:00,80.16
2024-09-01T21:54:32+00:00,80.75
2024-09-01T21:59:31+00:00,80.95
2024-09-01T22:04:31+00:00,80.47
2024-09-01T22:09:34+00:00,80.64
2024-09-01T22:14:27+00:00,80.85
2024-09-01T22:19:28+00:00,81.07
2024-09-01T22:24:30+00:00,81.24
2024-09-01T22:29:30+00:00,81.39
2024-09-01T22:34:31+00:00,81.65
2024-09-01T22:39:28+00:00,81.6
2024-09-01T22:44:29+00:00,81.65
2024-09-01T22:49:27+00:00,81.84
2024-09-01T22:54:28+00:00,82.42
2024-09-01T22:59:33+00:00,82.24
2024-09-01T23:04:31+00:00,82.26
2024-09-01T23:09:28+00:00,82.43
2024-09-01T23:14:30+00:00,82.68
2024-09-01T23:19:28+00:00,82.59
2024-09-01T23:24:27+00:00,82.95
2024-09-01T23:29:32+00:00,83.03
2024-09-01T23:34:31+00:00,83.03
2024-09-01T23:39:28+00:00,83.12
2024-09-01T23:44:29+00:00,83.2
2024-09-01T23:49:30+00:00,83.29
2024-09-01T23:54:28+00:00,83.73
2024-09-01T23:59:30+00:00,83.86
2024-09-02T00:04:33+00:00,83.9
2024-09-02T00:09:28+00:00,83.78
2024-09-02T00:14:28+00:00,84.03
2024-09-02T00:19:30+00:00,84.03
2024-09-02T00:24:28+00:00,84.11
2024-09-02T00:29:30+00:00,84.37
2024-09-02T00:34:34+00:00,84.48
2024-09-02T00:39:28+00:00,84.63
2024-09-02T00:44:29+00:00,84.51
2024-09-02T00:49:32+00:00,84.45
2024-09-02T00:54:29+00:00,84.99
2024-09-02T00:59:30+00:00,85
2024-09-02T01:04:33+00:00,85.28
2024-09-02T01:09:28+00:00,85.33
2024-09-02T01:14:28+00:00,85.46
2024-09-02T01:19:28+00:00,85.54
2024-09-02T01:24:29+00:00,85.47
2024-09-02T01:29:31+00:00,85.63
2024-09-02T01:34:27+00:00,85.71
2024-09-02T01:39:28+00:00,85.69
2024-09-02T01:44:27+00:00,85.92
2024-09-02T01:49:28+00:00,85.92
2024-09-02T01:54:33+00:00,86.05
2024-09-02T01:59:30+00:00,86.31
2024-09-02T02:04:28+00:00,86.57
2024-09-02T02:09:30+00:00,86.28
2024-09-02T02:14:28+00:00,86.14
2024-09-02T02:19:28+00:00,86.35
2024-09-02T02:24:31+00:00,86.45
2024-09-02T02:29:32+00:00,86.85
2024-09-02T02:34:27+00:00,87.06
2024-09-02T02:39:28+00:00,87.06
2024-09-02T02:44:28+00:00,87.03
2024-09-02T02:49:27+00:00,87.01
2024-09-02T02:54:30+00:00,87.16
2024-09-02T02:59:33+00:00,87.27
2024-09-02T03:04:27+00:00,87.27
2024-09-02T03:09:27+00:00,87.13
2024-09-02T03:14:29+00:00,87.26
2024-09-02T03:19:28+00:00,87.44
2024-09-02T03:24:30+00:00,87.62
2024-09-02T03:29:33+00:00,87.64
2024-09-02T03:34:28+00:00,87.72
2024-09-02T03:39:28+00:00,87.43
2024-09-02T03:44:29+00:00,87.68
2024-09-02T03:49:29+00:00,87.88
2024-09-02T03:54:30+00:00,87.7
2024-09-02T03:59:33+00:00,87.71
2024-09-02T04:04:30+00:00,87.73
2024-09-02T04:09:29+00:00,87.87
2024-09-02T04:14:28+00:00,88.06
2024-09-02T04:19:32+00:00,88.06
2024-09-02T04:24:31+00:00,88.06
2024-09-02T04:29:32+00:00,87.96
2024-09-02T04:34:31+00:00,87.98
2024-09-02T04:39:29+00:00,87.9
2024-09-02T04:44:28+00:00,87.88
2024-09-02T04:49:33+00:00,87.91
2024-09-02T04:54:33+00:00,88
2024-09-02T04:59:29+00:00,87.99
2024-09-02T05:04:30+00:00,87.99
2024-09-02T05:09:31+00:00,87.96
2024-09-02T05:14:31+00:00,88.09
2024-09-02T05:19:31+00:00,87.97
2024-09-02T05:24:33+00:00,87.83
2024-09-02T05:29:29+00:00,87.88
2024-09-02T05:34:28+00:00,88.02
2024-09-02T05:39:32+00:00,88.09
2024-09-02T05:44:29+00:00,88.06
2024-09-02T05:49:31+00:00,88.12
2024-09-02T05:54:36+00:00,88.06
2024-09-02T05:59:28+00:00,88.08
2024-09-02T06:04:29+00:00,87.91
2024-09-02T06:09:30+00:00,87.85
2024-09-02T06:14:28+00:00,87.71
2024-09-02T06:19:30+00:00,87.48
2024-09-02T06:24:41+00:00,87.15
2024-09-02T06:29:29+00:00,86.71
2024-09-02T06:34:28+00:00,86.29
2024-09-02T06:39:30+00:00,86.03
2024-09-02T06:44:32+00:00,85.98
2024-09-02T06:49:30+00:00,85.58
2024-09-02T06:54:31+00:00,85.21
2024-09-02T06:59:29+00:00,84.81
2024-09-02T07:04:30+00:00,84.35
2024-09-02T07:09:29+00:00,84.23
2024-09-02T07:14:31+00:00,83.36
2024-09-02T07:19:31+00:00,82.54
2024-09-02T07:24:31+00:00,81.59
2024-09-02T07:29:32+00:00,79.35
2024-09-02T07:34:29+00:00,78.89
2024-09-02T07:39:28+00:00,78.18
2024-09-02T07:44:32+00:00,76.3
2024-09-02T07:49:31+00:00,74.26
2024-09-02T07:54:31+00:00,71.41
2024-09-02T07:59:30+00:00,70.6
2024-09-02T08:04:30+00:00,69.47
2024-09-02T08:09:27+00:00,68.92
2024-09-02T08:14:32+00:00,67.55
2024-09-02T08:19:31+00:00,66.06
2024-09-02T08:24:28+00:00,65.31
2024-09-02T08:29:29+00:00,65.14
2024-09-02T08:34:29+00:00,65.53
2024-09-02T08:39:27+00:00,63.58
2024-09-02T08:44:32+00:00,63.91
2024-09-02T08:49:32+00:00,62.89
2024-09-02T08:54:27+00:00,62.29
2024-09-02T08:59:28+00:00,63.22
2024-09-02T09:04:30+00:00,62.41
2024-09-02T09:09:27+00:00,60.47
2024-09-02T09:14:32+00:00,60.35
2024-09-02T09:19:32+00:00,59.03
2024-09-02T09:24:28+00:00,59.8
2024-09-02T09:29:29+00:00,60.27
2024-09-02T09:34:27+00:00,58.51
2024-09-02T09:39:27+00:00,58.62
2024-09-02T09:44:32+00:00,58.48
2024-09-02T09:49:31+00:00,57.9
2024-09-02T09:54:27+00:00,58.08
2024-09-02T09:59:29+00:00,57.71
2024-09-02T10:04:28+00:00,57.06
2024-09-02T10:09:27+00:00,57.39
2024-09-02T10:14:32+00:00,56.34
2024-09-02T10:19:30+00:00,56.9
2024-09-02T10:24:28+00:00,55.76
2024-09-02T10:29:30+00:00,56.92
2024-09-02T10:34:27+00:00,56.23
2024-09-02T10:39:28+00:00,54.13
2024-09-02T10:44:32+00:00,55.59
2024-09-02T10:49:33+00:00,55.33
2024-09-02T10:54:27+00:00,55.53
2024-09-02T10:59:30+00:00,55.15
2024-09-02T11:04:30+00:00,54.42
2024-09-02T11:09:30+00:00,53.81
2024-09-02T11:14:31+00:00,54.39
2024-09-02T11:19:30+00:00,54.6
2024-09-02T11:24:28+00:00,54.33
2024-09-02T11:29:29+00:00,55.26
2024-09-02T11:34:30+00:00,53.75
2024-09-02T11:39:30+00:00,52.91
2024-09-02T11:44:32+00:00,54.65
2024-09-02T11:49:30+00:00,54.45
2024-09-02T11:54:33+00:00,54.3
2024-09-02T11:59:28+00:00,52.64
2024-09-02T12:04:38+00:00,53.14
2024-09-02T12:09:37+00:00,53.34
2024-09-02T12:14:38+00:00,53.75
2024-09-02T12:19:37+00:00,53.25
2024-09-02T12:24:36+00:00,53.55
2024-09-02T12:29:37+00:00,55.73
2024-09-02T12:34:34+00:00,52.9
2024-09-02T12:39:37+00:00,52.69
2024-09-02T12:44:42+00:00,54.74
2024-09-02T12:49:37+00:00,54.62
2024-09-02T12:54:34+00:00,53.33
2024-09-02T12:59:41+00:00,52.9
2024-09-02T13:04:36+00:00,53.83
2024-09-02T13:09:37+00:00,54.48
2024-09-02T13:14:39+00:00,52.49
2024-09-02T13:19:41+00:00,54.24
2024-09-02T13:24:34+00:00,53.83
2024-09-02T13:29:34+00:00,53.72
2024-09-02T13:34:38+00:00,52.84
2024-09-02T13:39:37+00:00,50.63
2024-09-02T13:44:37+00:00,52.52
2024-09-02T13:49:39+00:00,52.28
2024-09-02T13:54:35+00:00,50.41
2024-09-02T13:59:34+00:00,51.88
2024-09-02T14:04:36+00:00,50.68
2024-09-02T14:09:37+00:00,52.31
2024-09-02T14:14:38+00:00,51.64
2024-09-02T14:19:36+00:00,51.43
2024-09-02T14:24:37+00:00,53.22
2024-09-02T14:29:20+00:00,52.78
2024-09-02T14:34:38+00:00,51.53
2024-09-02T14:39:40+00:00,53.43
2024-09-02T14:44:34+00:00,53.86
2024-09-02T14:49:35+00:00,53.57
2024-09-02T14:54:39+00:00,53.6
2024-09-02T14:59:37+00:00,53.49
2024-09-02T15:04:37+00:00,53.94
2024-09-02T15:09:41+00:00,53.1
2024-09-02T15:14:34+00:00,53.25
2024-09-02T15:19:34+00:00,53.02
2024-09-02T15:24:37+00:00,55.09
2024-09-02T15:29:36+00:00,55.12
2024-09-02T15:34:37+00:00,53.08
2024-09-02T15:39:24+00:00,54.01
2024-09-02T15:44:34+00:00,56
2024-09-02T15:49:34+00:00,55.53
2024-09-02T15:54:37+00:00,55.85
2024-09-02T15:59:35+00:00,56.49
2024-09-02T16:04:36+00:00,56.61
2024-09-02T16:09:38+00:00,57.62
2024-09-02T16:14:35+00:00,57.1
2024-09-02T16:19:34+00:00,57.74
2024-09-02T16:24:36+00:00,57.94
2024-09-02T16:29:36+00:00,58.22
2024-09-02T16:34:36+00:00,58.43
2024-09-02T16:39:39+00:00,58.2
2024-09-02T16:44:40+00:00,58.43
2024-09-02T16:49:36+00:00,58.83
2024-09-02T16:54:34+00:00,60.4
2024-09-02T16:59:37+00:00,61.21
2024-09-02T17:04:36+00:00,62.01
2024-09-02T17:09:38+00:00,62.5
2024-09-02T17:14:39+00:00,63.79
2024-09-02T17:19:33+00:00,63.93
2024-09-02T17:24:34+00:00,65.42
2024-09-02T17:29:36+00:00,65.58
2024-09-02T17:34:38+00:00,66.09
2024-09-02T17:39:36+00:00,66.49
2024-09-02T17:44:39+00:00,67.87
2024-09-02T17:49:34+00:00,69.29
2024-09-02T17:54:34+00:00,70.16
2024-09-02T17:59:39+00:00,70.13
2024-09-02T18:04:38+00:00,70.28
2024-09-02T18:09:36+00:00,71.43
2024-09-02T18:14:38+00:00,71.65
2024-09-02T18:19:35+00:00,71.83
2024-09-02T18:24:34+00:00,72.03
2024-09-02T18:29:39+00:00,72.06
2024-09-02T18:34:39+00:00,72.61
2024-09-02T18:39:34+00:00,73.73
2024-09-02T18:44:39+00:00,73.86
2024-09-02T18:49:37+00:00,73.31
2024-09-02T18:54:38+00:00,73.97
2024-09-02T18:59:41+00:00,74.47
2024-09-02T19:04:40+00:00,74.25
2024-09-02T19:09:35+00:00,74.65
2024-09-02T19:14:41+00:00,74.63
2024-09-02T19:19:35+00:00,74.84
2024-09-02T19:24:35+00:00,74.53
2024-09-02T19:29:39+00:00,75.18
2024-09-02T19:34:40+00:00,75.3
2024-09-02T19:39:35+00:00,75.96
2024-09-02T19:44:37+00:00,76.16
2024-09-02T19:49:36+00:00,76.37
2024-09-02T19:54:35+00:00,76.27
2024-09-02T19:59:40+00:00,77.12
2024-09-02T20:04:40+00:00,76.63
2024-09-02T20:09:35+00:00,77.14
2024-09-02T20:14:38+00:00,76.94
2024-09-02T20:19:38+00:00,77.5
2024-09-02T20:24:36+00:00,77.76
2024-09-02T20:29:40+00:00,78.08
2024-09-02T20:34:42+00:00,77.73
2024-09-02T20:39:36+00:00,77.97
2024-09-02T20:44:37+00:00,78.06
2024-09-02T20:49:38+00:00,78.4
2024-09-02T20:54:38+00:00,78.72
2024-09-02T20:59:39+00:00,78.78
2024-09-02T21:04:40+00:00,78.71
2024-09-02T21:09:36+00:00,79.14
2024-09-02T21:14:35+00:00,79.42
2024-09-02T21:19:40+00:00,79.51
2024-09-02T21:24:38+00:00,79.53
2024-09-02T21:29:38+00:00,79.66
2024-09-02T21:34:39+00:00,79.92
2024-09-02T21:39:36+00:00,79.92
2024-09-02T21:44:37+00:00,79.95
2024-09-02T21:49:39+00:00,80.12
2024-09-02T21:54:38+00:00,80.24
2024-09-02T21:59:40+00:00,80.42
2024-09-02T22:04:38+00:00,80.42
2024-09-02T22:09:36+00:00,80.63
2024-09-02T22:14:36+00:00,80.94
2024-09-02T22:19:37+00:00,80.94
2024-09-02T22:24:40+00:00,80.98
2024-09-02T22:29:39+00:00,81.27
2024-09-02T22:34:38+00:00,81.52
2024-09-02T22:39:37+00:00,81.62
2024-09-02T22:44:35+00:00,81.76
2024-09-02T22:49:36+00:00,81.89
2024-09-02T22:54:41+00:00,81.75
2024-09-02T22:59:39+00:00,82.01
2024-09-02T23:04:35+00:00,82.01
2024-09-02T23:09:38+00:00,82.68
2024-09-02T23:14:36+00:00,82.27
2024-09-02T23:19:35+00:00,82.43
2024-09-02T23:24:41+00:00,82.64
2024-09-02T23:29:39+00:00,83
2024-09-02T23:34:35+00:00,83
2024-09-02T23:39:39+00:00,83.34
2024-09-02T23:44:36+00:00,83.5
2024-09-02T23:49:36+00:00,83.63
2024-09-02T23:54:41+00:00,83.55
2024-09-02T23:59:41+00:00,83.73
2024-09-03T00:04:37+00:00,83.97
2024-09-03T00:09:38+00:00,83.97
2024-09-03T00:14:37+00:00,84.09
2024-09-03T00:19:39+00:00,84.34
2024-09-03T00:24:41+00:00,84.4
2024-09-03T00:29:39+00:00,84.53
2024-09-03T00:34:36+00:00,84.64
2024-09-03T00:39:37+00:00,84.66
2024-09-03T00:44:40+00:00,84.83
2024-09-03T00:49:38+00:00,85.04
2024-09-03T00:54:40+00:00,85.21
2024-09-03T00:59:39+00:00,85.39
2024-09-03T01:04:36+00:00,85.66
2024-09-03T01:09:36+00:00,85.71
2024-09-03T01:14:39+00:00,85.79
2024-09-03T01:19:40+00:00,85.93
2024-09-03T01:24:41+00:00,85.71
2024-09-03T01:29:38+00:00,86.15
2024-09-03T01:34:40+00:00,86.15
2024-09-03T01:39:35+00:00,86.19
2024-09-03T01:44:39+00:00,86.28
2024-09-03T01:49:39+00:00,86.26
2024-09-03T01:54:39+00:00,86.4
2024-09-03T02:00:39+00:00,86.54
2024-09-03T02:05:37+00:00,86.65
2024-09-03T02:10:40+00:00,86.61
2024-09-03T02:15:36+00:00,86.74
2024-09-03T02:20:38+00:00,86.87
2024-09-03T02:25:39+00:00,86.83
2024-09-03T02:30:39+00:00,86.96
2024-09-03T02:35:37+00:00,87.09
2024-09-03T02:40:38+00:00,87.01
2024-09-03T02:45:36+00:00,86.8
2024-09-03T02:50:38+00:00,87.02
2024-09-03T02:55:43+00:00,86.99
2024-09-03T03:00:40+00:00,87.09
2024-09-03T03:05:37+00:00,87.12
2024-09-03T03:10:40+00:00,87.28
2024-09-03T03:15:36+00:00,87.21
2024-09-03T03:20:39+00:00,87.34
2024-09-03T03:25:40+00:00,87.56
2024-09-03T03:30:36+00:00,87.66
2024-09-03T03:35:37+00:00,87.73
2024-09-03T03:40:39+00:00,87.88
2024-09-03T03:45:38+00:00,87.96
2024-09-03T03:50:41+00:00,87.99
2024-09-03T03:55:38+00:00,88.05
2024-09-03T04:00:37+00:00,88.07
2024-09-03T04:05:37+00:00,88.15
2024-09-03T04:10:40+00:00,88.2
2024-09-03T04:15:38+00:00,88.32
2024-09-03T04:20:41+00:00,88.25
2024-09-03T04:25:38+00:00,88.42
2024-09-03T04:30:36+00:00,88.25
2024-09-03T04:35:40+00:00,88.19
2024-09-03T04:40:38+00:00,88.28
2024-09-03T04:45:42+00:00,88.39
2024-09-03T04:50:34+00:00,88.54
2024-09-03T04:55:34+00:00,88.25
2024-09-03T05:00:30+00:00,88.18
2024-09-03T05:05:29+00:00,88.11
2024-09-03T05:10:34+00:00,88.08
2024-09-03T05:15:32+00:00,88.12
2024-09-03T05:20:32+00:00,88.14
2024-09-03T05:25:44+00:00,88.08
2024-09-03T05:30:30+00:00,87.87
2024-09-03T05:35:29+00:00,87.82
