x,y
2024-09-01T09:34:28+00:00,23.99
2024-09-01T09:39:29+00:00,23.95
2024-09-01T09:44:29+00:00,24.25
2024-09-01T09:49:32+00:00,24.53
2024-09-01T09:54:31+00:00,24.49
2024-09-01T09:59:30+00:00,24.42
2024-09-01T10:04:30+00:00,24.8
2024-09-01T10:09:29+00:00,24.9
2024-09-01T10:14:27+00:00,25.25
2024-09-01T10:19:33+00:00,25.33
2024-09-01T10:24:30+00:00,25.32
2024-09-01T10:29:27+00:00,25.27
2024-09-01T10:34:28+00:00,25.46
2024-09-01T10:39:28+00:00,25.07
2024-09-01T10:44:27+00:00,25.13
2024-09-01T10:49:30+00:00,25.74
2024-09-01T10:54:33+00:00,25.89
2024-09-01T10:59:27+00:00,25.78
2024-09-01T11:04:27+00:00,25.81
2024-09-01T11:09:29+00:00,25.91
2024-09-01T11:14:27+00:00,25.75
2024-09-01T11:19:30+00:00,26.02
2024-09-01T11:24:32+00:00,25.97
2024-09-01T11:29:27+00:00,26.28
2024-09-01T11:34:27+00:00,25.69
2024-09-01T11:39:30+00:00,26.06
2024-09-01T11:44:29+00:00,26.48
2024-09-01T11:49:30+00:00,26.57
2024-09-01T11:54:32+00:00,26.04
2024-09-01T11:59:28+00:00,26.43
2024-09-01T12:04:27+00:00,26.89
2024-09-01T12:09:30+00:00,26.3
2024-09-01T12:14:29+00:00,26.24
2024-09-01T12:19:30+00:00,26.22
2024-09-01T12:24:32+00:00,26.7
2024-09-01T12:29:30+00:00,26.58
2024-09-01T12:34:27+00:00,26.52
2024-09-01T12:39:27+00:00,26.35
2024-09-01T12:44:34+00:00,26.26
2024-09-01T12:49:30+00:00,26.43
2024-09-01T12:54:28+00:00,26.55
2024-09-01T12:59:30+00:00,26.25
2024-09-01T13:04:29+00:00,26.72
2024-09-01T13:09:28+00:00,26.71
2024-09-01T13:14:32+00:00,26.78
2024-09-01T13:19:32+00:00,26.27
2024-09-01T13:24:30+00:00,26.75
2024-09-01T13:29:29+00:00,26.55
2024-09-01T13:34:30+00:00,26.56
2024-09-01T13:39:28+00:00,26.79
2024-09-01T13:44:30+00:00,27.01
2024-09-01T13:49:32+00:00,26.49
2024-09-01T13:54:27+00:00,26.69
2024-09-01T13:59:28+00:00,26.7
2024-09-01T14:04:30+00:00,26.81
2024-09-01T14:09:28+00:00,26.68
2024-09-01T14:14:30+00:00,26.7
2024-09-01T14:19:32+00:00,26.37
2024-09-01T14:24:28+00:00,26.28
2024-09-01T14:29:28+00:00,26.27
2024-09-01T14:34:28+00:00,26.16
2024-09-01T14:39:30+00:00,26.32
2024-09-01T14:44:30+00:00,26.4
2024-09-01T14:49:32+00:00,26.23
2024-09-01T14:54:30+00:00,26.2
2024-09-01T14:59:29+00:00,26.15
2024-09-01T15:04:30+00:00,26.16
2024-09-01T15:09:16+00:00,26.04
2024-09-01T15:14:17+00:00,25.96
2024-09-01T15:19:32+00:00,25.95
2024-09-01T15:24:32+00:00,25.87
2024-09-01T15:29:29+00:00,25.83
2024-09-01T15:34:29+00:00,25.84
2024-09-01T15:39:33+00:00,25.53
2024-09-01T15:44:30+00:00,25.38
2024-09-01T15:49:33+00:00,25.44
2024-09-01T15:54:28+00:00,25.29
2024-09-01T15:59:29+00:00,25.15
2024-09-01T16:04:28+00:00,24.82
2024-09-01T16:09:30+00:00,24.48
2024-09-01T16:14:33+00:00,24.31
2024-09-01T16:19:28+00:00,24.16
2024-09-01T16:24:28+00:00,24.02
2024-09-01T16:29:30+00:00,23.74
2024-09-01T16:34:28+00:00,23.55
2024-09-01T16:39:30+00:00,23.35
2024-09-01T16:44:33+00:00,23.14
2024-09-01T16:49:27+00:00,22.87
2024-09-01T16:54:28+00:00,22.69
2024-09-01T16:59:30+00:00,22.49
2024-09-01T17:04:29+00:00,22.29
2024-09-01T17:09:30+00:00,22.18
2024-09-01T17:14:32+00:00,22.04
2024-09-01T17:19:30+00:00,21.89
2024-09-01T17:24:28+00:00,21.7
2024-09-01T17:29:28+00:00,21.54
2024-09-01T17:34:30+00:00,21.4
2024-09-01T17:39:30+00:00,21.3
2024-09-01T17:44:31+00:00,21.24
2024-09-01T17:49:30+00:00,21.18
2024-09-01T17:54:28+00:00,20.96
2024-09-01T17:59:29+00:00,20.86
2024-09-01T18:04:30+00:00,20.93
2024-09-01T18:09:32+00:00,20.91
2024-09-01T18:14:34+00:00,20.87
2024-09-01T18:19:30+00:00,20.71
2024-09-01T18:24:29+00:00,20.65
2024-09-01T18:29:28+00:00,20.5
2024-09-01T18:34:30+00:00,20.3
2024-09-01T18:39:32+00:00,20.17
2024-09-01T18:44:31+00:00,20.02
2024-09-01T18:49:28+00:00,19.99
2024-09-01T18:54:30+00:00,19.8
2024-09-01T18:59:27+00:00,19.52
2024-09-01T19:04:31+00:00,19.32
2024-09-01T19:09:34+00:00,19.21
2024-09-01T19:14:28+00:00,19.15
2024-09-01T19:19:27+00:00,19.07
2024-09-01T19:24:29+00:00,18.86
2024-09-01T19:29:29+00:00,18.74
2024-09-01T19:34:30+00:00,18.76
2024-09-01T19:39:31+00:00,18.69
2024-09-01T19:44:28+00:00,18.58
2024-09-01T19:49:27+00:00,18.41
2024-09-01T19:54:27+00:00,18.34
2024-09-01T19:59:29+00:00,18.4
2024-09-01T20:04:30+00:00,18.26
2024-09-01T20:09:30+00:00,18.1
2024-09-01T20:14:30+00:00,18.09
2024-09-01T20:19:28+00:00,18
2024-09-01T20:24:27+00:00,17.92
2024-09-01T20:29:29+00:00,17.88
2024-09-01T20:34:31+00:00,17.77
2024-09-01T20:39:30+00:00,17.73
2024-09-01T20:44:28+00:00,17.64
2024-09-01T20:49:28+00:00,17.6
2024-09-01T20:54:27+00:00,17.49
2024-09-01T20:59:28+00:00,17.45
2024-09-01T21:04:33+00:00,17.44
2024-09-01T21:09:31+00:00,17.47
2024-09-01T21:14:27+00:00,17.51
2024-09-01T21:19:29+00:00,17.69
2024-09-01T21:24:31+00:00,17.53
2024-09-01T21:29:30+00:00,17.53
2024-09-01T21:34:34+00:00,17.26
2024-09-01T21:39:34+00:00,17.13
2024-09-01T21:44:30+00:00,17.1
2024-09-01T21:49:31+00:00,16.98
2024-09-01T21:54:32+00:00,17.04
2024-09-01T21:59:31+00:00,17.17
2024-09-01T22:04:31+00:00,16.95
2024-09-01T22:09:34+00:00,16.81
2024-09-01T22:14:27+00:00,16.71
2024-09-01T22:19:28+00:00,16.59
2024-09-01T22:24:30+00:00,16.48
2024-09-01T22:29:30+00:00,16.34
2024-09-01T22:34:31+00:00,16.45
2024-09-01T22:39:28+00:00,16.36
2024-09-01T22:44:29+00:00,16.29
2024-09-01T22:49:27+00:00,16.14
2024-09-01T22:54:28+00:00,16.32
2024-09-01T22:59:33+00:00,16.32
2024-09-01T23:04:31+00:00,16.19
2024-09-01T23:09:28+00:00,16.16
2024-09-01T23:14:30+00:00,16.29
2024-09-01T23:19:28+00:00,16.04
2024-09-01T23:24:27+00:00,16.05
2024-09-01T23:29:32+00:00,16.07
2024-09-01T23:34:31+00:00,16.1
2024-09-01T23:39:28+00:00,15.93
2024-09-01T23:44:29+00:00,15.86
2024-09-01T23:49:30+00:00,15.72
2024-09-01T23:54:28+00:00,15.78
2024-09-01T23:59:30+00:00,16.01
2024-09-02T00:04:33+00:00,15.84
2024-09-02T00:09:28+00:00,15.68
2024-09-02T00:14:28+00:00,15.55
2024-09-02T00:19:30+00:00,15.48
2024-09-02T00:24:28+00:00,15.39
2024-09-02T00:29:30+00:00,15.37
2024-09-02T00:34:34+00:00,15.37
2024-09-02T00:39:28+00:00,15.37
2024-09-02T00:44:29+00:00,15.25
2024-09-02T00:49:32+00:00,14.89
2024-09-02T00:54:29+00:00,15.02
2024-09-02T00:59:30+00:00,14.92
2024-09-02T01:04:33+00:00,14.8
2024-09-02T01:09:28+00:00,14.85
2024-09-02T01:14:28+00:00,14.92
2024-09-02T01:19:28+00:00,14.89
2024-09-02T01:24:29+00:00,14.74
2024-09-02T01:29:31+00:00,14.77
2024-09-02T01:34:27+00:00,14.72
2024-09-02T01:39:28+00:00,14.56
2024-09-02T01:44:27+00:00,14.55
2024-09-02T01:49:28+00:00,14.51
2024-09-02T01:54:33+00:00,14.36
2024-09-02T01:59:30+00:00,14.42
2024-09-02T02:04:28+00:00,14.57
2024-09-02T02:09:30+00:00,14.45
2024-09-02T02:14:28+00:00,14.23
2024-09-02T02:19:28+00:00,14.15
2024-09-02T02:24:31+00:00,14.24
2024-09-02T02:29:32+00:00,14.28
2024-09-02T02:34:27+00:00,14.42
2024-09-02T02:39:28+00:00,14.52
2024-09-02T02:44:28+00:00,14.42
2024-09-02T02:49:27+00:00,14.35
2024-09-02T02:54:30+00:00,14.25
2024-09-02T02:59:33+00:00,14.33
2024-09-02T03:04:27+00:00,14.26
2024-09-02T03:09:27+00:00,14.06
2024-09-02T03:14:29+00:00,13.95
2024-09-02T03:19:28+00:00,13.97
2024-09-02T03:24:30+00:00,14.06
2024-09-02T03:29:33+00:00,13.91
2024-09-02T03:34:28+00:00,13.9
2024-09-02T03:39:28+00:00,13.62
2024-09-02T03:44:29+00:00,13.77
2024-09-02T03:49:29+00:00,13.9
2024-09-02T03:54:30+00:00,13.76
2024-09-02T03:59:33+00:00,13.64
2024-09-02T04:04:30+00:00,13.62
2024-09-02T04:09:29+00:00,13.53
2024-09-02T04:14:28+00:00,13.83
2024-09-02T04:19:32+00:00,13.86
2024-09-02T04:24:31+00:00,13.98
2024-09-02T04:29:32+00:00,13.93
2024-09-02T04:34:31+00:00,14.01
2024-09-02T04:39:29+00:00,14.07
2024-09-02T04:44:28+00:00,13.99
2024-09-02T04:49:33+00:00,13.86
2024-09-02T04:54:33+00:00,13.92
2024-09-02T04:59:29+00:00,13.84
2024-09-02T05:04:30+00:00,13.89
2024-09-02T05:09:31+00:00,13.88
2024-09-02T05:14:31+00:00,14
2024-09-02T05:19:31+00:00,14.19
2024-09-02T05:24:33+00:00,14.04
2024-09-02T05:29:29+00:00,13.92
2024-09-02T05:34:28+00:00,14.14
2024-09-02T05:39:32+00:00,14.42
2024-09-02T05:44:29+00:00,14.48
2024-09-02T05:49:31+00:00,14.6
2024-09-02T05:54:36+00:00,14.66
2024-09-02T05:59:28+00:00,14.91
2024-09-02T06:04:29+00:00,15.11
2024-09-02T06:09:30+00:00,15.27
2024-09-02T06:14:28+00:00,15.44
2024-09-02T06:19:30+00:00,15.62
2024-09-02T06:24:41+00:00,15.82
2024-09-02T06:29:29+00:00,15.76
2024-09-02T06:34:28+00:00,15.81
2024-09-02T06:39:30+00:00,15.91
2024-09-02T06:44:32+00:00,16.22
2024-09-02T06:49:30+00:00,16.44
2024-09-02T06:54:31+00:00,16.58
2024-09-02T06:59:29+00:00,16.82
2024-09-02T07:04:30+00:00,17.01
2024-09-02T07:09:29+00:00,17.28
2024-09-02T07:14:31+00:00,17.45
2024-09-02T07:19:31+00:00,17.6
2024-09-02T07:24:31+00:00,17.92
2024-09-02T07:29:32+00:00,18.1
2024-09-02T07:34:29+00:00,18.5
2024-09-02T07:39:28+00:00,18.92
2024-09-02T07:44:32+00:00,19.35
2024-09-02T07:49:31+00:00,19.62
2024-09-02T07:54:31+00:00,19.62
2024-09-02T07:59:30+00:00,19.95
2024-09-02T08:04:30+00:00,20.26
2024-09-02T08:09:27+00:00,20.66
2024-09-02T08:14:32+00:00,20.95
2024-09-02T08:19:31+00:00,21.05
2024-09-02T08:24:28+00:00,21.24
2024-09-02T08:29:29+00:00,21.42
2024-09-02T08:34:29+00:00,22.01
2024-09-02T08:39:27+00:00,22.29
2024-09-02T08:44:32+00:00,22.5
2024-09-02T08:49:32+00:00,22.43
2024-09-02T08:54:27+00:00,22.35
2024-09-02T08:59:28+00:00,22.72
2024-09-02T09:04:30+00:00,22.91
2024-09-02T09:09:27+00:00,23.46
2024-09-02T09:14:32+00:00,23.38
2024-09-02T09:19:32+00:00,23.38
2024-09-02T09:24:28+00:00,23.49
2024-09-02T09:29:29+00:00,23.79
2024-09-02T09:34:27+00:00,23.89
2024-09-02T09:39:27+00:00,23.94
2024-09-02T09:44:32+00:00,24.39
2024-09-02T09:49:31+00:00,24.73
2024-09-02T09:54:27+00:00,25.32
2024-09-02T09:59:29+00:00,25.17
2024-09-02T10:04:28+00:00,25.53
2024-09-02T10:09:27+00:00,25.53
2024-09-02T10:14:32+00:00,25.53
2024-09-02T10:19:30+00:00,25.64
2024-09-02T10:24:28+00:00,25.32
2024-09-02T10:29:30+00:00,25.53
2024-09-02T10:34:27+00:00,26.1
2024-09-02T10:39:28+00:00,25.79
2024-09-02T10:44:32+00:00,25.89
2024-09-02T10:49:33+00:00,25.98
2024-09-02T10:54:27+00:00,26.22
2024-09-02T10:59:30+00:00,26.2
2024-09-02T11:04:30+00:00,26.48
2024-09-02T11:09:30+00:00,25.93
2024-09-02T11:14:31+00:00,26.39
2024-09-02T11:19:30+00:00,26.18
2024-09-02T11:24:28+00:00,26.48
2024-09-02T11:29:29+00:00,26.85
2024-09-02T11:34:30+00:00,26.66
2024-09-02T11:39:30+00:00,26.82
2024-09-02T11:44:32+00:00,27.24
2024-09-02T11:49:30+00:00,27.27
2024-09-02T11:54:33+00:00,27.36
2024-09-02T11:59:28+00:00,27.25
2024-09-02T12:04:38+00:00,27.32
2024-09-02T12:09:37+00:00,27.26
2024-09-02T12:14:38+00:00,27.24
2024-09-02T12:19:37+00:00,27.16
2024-09-02T12:24:36+00:00,27.24
2024-09-02T12:29:37+00:00,27.42
2024-09-02T12:34:34+00:00,27.43
2024-09-02T12:39:37+00:00,27.49
2024-09-02T12:44:42+00:00,27.69
2024-09-02T12:49:37+00:00,27.69
2024-09-02T12:54:34+00:00,27.46
2024-09-02T12:59:41+00:00,27.39
2024-09-02T13:04:36+00:00,27.52
2024-09-02T13:09:37+00:00,27.39
2024-09-02T13:14:39+00:00,27.61
2024-09-02T13:19:41+00:00,27.54
2024-09-02T13:24:34+00:00,27.44
2024-09-02T13:29:34+00:00,27.81
2024-09-02T13:34:38+00:00,27.74
2024-09-02T13:39:37+00:00,27.51
2024-09-02T13:44:37+00:00,27.72
2024-09-02T13:49:39+00:00,27.86
2024-09-02T13:54:35+00:00,27.86
2024-09-02T13:59:34+00:00,27.66
2024-09-02T14:04:36+00:00,27.81
2024-09-02T14:09:37+00:00,27.61
2024-09-02T14:14:38+00:00,27.56
2024-09-02T14:19:36+00:00,27.7
2024-09-02T14:24:37+00:00,27.72
2024-09-02T14:29:20+00:00,27.82
2024-09-02T14:34:38+00:00,27.64
2024-09-02T14:39:40+00:00,27.39
2024-09-02T14:44:34+00:00,27.39
2024-09-02T14:49:35+00:00,27.53
2024-09-02T14:54:39+00:00,27.45
2024-09-02T14:59:37+00:00,27.37
2024-09-02T15:04:37+00:00,27.54
2024-09-02T15:09:41+00:00,27.39
2024-09-02T15:14:34+00:00,27.28
2024-09-02T15:19:34+00:00,27.1
2024-09-02T15:24:37+00:00,27.16
2024-09-02T15:29:36+00:00,27.02
2024-09-02T15:34:37+00:00,26.97
2024-09-02T15:39:24+00:00,26.72
2024-09-02T15:44:34+00:00,26.52
2024-09-02T15:49:34+00:00,26.47
2024-09-02T15:54:37+00:00,26.33
2024-09-02T15:59:35+00:00,26.32
2024-09-02T16:04:36+00:00,26.02
2024-09-02T16:09:38+00:00,25.94
2024-09-02T16:14:35+00:00,25.79
2024-09-02T16:19:34+00:00,25.76
2024-09-02T16:24:36+00:00,25.71
2024-09-02T16:29:36+00:00,25.53
2024-09-02T16:34:36+00:00,25.48
2024-09-02T16:39:39+00:00,25.32
2024-09-02T16:44:40+00:00,25.21
2024-09-02T16:49:36+00:00,25.02
2024-09-02T16:54:34+00:00,24.8
2024-09-02T16:59:37+00:00,24.54
2024-09-02T17:04:36+00:00,24.27
2024-09-02T17:09:38+00:00,23.95
2024-09-02T17:14:39+00:00,23.71
2024-09-02T17:19:33+00:00,23.49
2024-09-02T17:24:34+00:00,23.27
2024-09-02T17:29:36+00:00,23.14
2024-09-02T17:34:38+00:00,22.98
2024-09-02T17:39:36+00:00,22.79
2024-09-02T17:44:39+00:00,22.54
2024-09-02T17:49:34+00:00,22.54
2024-09-02T17:54:34+00:00,22.58
2024-09-02T17:59:39+00:00,22.54
2024-09-02T18:04:38+00:00,22.32
2024-09-02T18:09:36+00:00,22.26
2024-09-02T18:14:38+00:00,22.26
2024-09-02T18:19:35+00:00,22.08
2024-09-02T18:24:34+00:00,21.98
2024-09-02T18:29:39+00:00,21.72
2024-09-02T18:34:39+00:00,21.52
2024-09-02T18:39:34+00:00,21.63
2024-09-02T18:44:39+00:00,21.72
2024-09-02T18:49:37+00:00,21.48
2024-09-02T18:54:38+00:00,21.37
2024-09-02T18:59:41+00:00,21.44
2024-09-02T19:04:40+00:00,21.45
2024-09-02T19:09:35+00:00,21.47
2024-09-02T19:14:41+00:00,21.48
2024-09-02T19:19:35+00:00,21.46
2024-09-02T19:24:35+00:00,21.31
2024-09-02T19:29:39+00:00,21.31
2024-09-02T19:34:40+00:00,21.17
2024-09-02T19:39:35+00:00,21.18
2024-09-02T19:44:37+00:00,21.06
2024-09-02T19:49:36+00:00,20.92
2024-09-02T19:54:35+00:00,20.71
2024-09-02T19:59:40+00:00,20.6
2024-09-02T20:04:40+00:00,20.49
2024-09-02T20:09:35+00:00,20.45
2024-09-02T20:14:38+00:00,20.26
2024-09-02T20:19:38+00:00,20.21
2024-09-02T20:24:36+00:00,20.19
2024-09-02T20:29:40+00:00,20.19
2024-09-02T20:34:42+00:00,20.14
2024-09-02T20:39:36+00:00,20.06
2024-09-02T20:44:37+00:00,19.99
2024-09-02T20:49:38+00:00,20.02
2024-09-02T20:54:38+00:00,20
2024-09-02T20:59:39+00:00,19.9
2024-09-02T21:04:40+00:00,19.8
2024-09-02T21:09:36+00:00,19.73
2024-09-02T21:14:35+00:00,19.8
2024-09-02T21:19:40+00:00,19.82
2024-09-02T21:24:38+00:00,19.7
2024-09-02T21:29:38+00:00,19.67
2024-09-02T21:34:39+00:00,19.71
2024-09-02T21:39:36+00:00,19.76
2024-09-02T21:44:37+00:00,19.71
2024-09-02T21:49:39+00:00,19.61
2024-09-02T21:54:38+00:00,19.74
2024-09-02T21:59:40+00:00,19.77
2024-09-02T22:04:38+00:00,19.72
2024-09-02T22:09:36+00:00,19.7
2024-09-02T22:14:36+00:00,19.75
2024-09-02T22:19:37+00:00,19.79
2024-09-02T22:24:40+00:00,19.71
2024-09-02T22:29:39+00:00,19.75
2024-09-02T22:34:38+00:00,19.79
2024-09-02T22:39:37+00:00,19.65
2024-09-02T22:44:35+00:00,19.75
2024-09-02T22:49:36+00:00,19.69
2024-09-02T22:54:41+00:00,19.48
2024-09-02T22:59:39+00:00,19.57
2024-09-02T23:04:35+00:00,19.54
2024-09-02T23:09:38+00:00,19.73
2024-09-02T23:14:36+00:00,19.66
2024-09-02T23:19:35+00:00,19.58
2024-09-02T23:24:41+00:00,19.57
2024-09-02T23:29:39+00:00,19.71
2024-09-02T23:34:35+00:00,19.63
2024-09-02T23:39:39+00:00,19.71
2024-09-02T23:44:36+00:00,19.72
2024-09-02T23:49:36+00:00,19.76
2024-09-02T23:54:41+00:00,19.71
2024-09-02T23:59:41+00:00,19.7
2024-09-03T00:04:37+00:00,19.81
2024-09-03T00:09:38+00:00,19.68
2024-09-03T00:14:37+00:00,19.62
2024-09-03T00:19:39+00:00,19.71
2024-09-03T00:24:41+00:00,19.65
2024-09-03T00:29:39+00:00,19.59
2024-09-03T00:34:36+00:00,19.56
2024-09-03T00:39:37+00:00,19.51
2024-09-03T00:44:40+00:00,19.35
2024-09-03T00:49:38+00:00,19.32
2024-09-03T00:54:40+00:00,19.23
2024-09-03T00:59:39+00:00,19.18
2024-09-03T01:04:36+00:00,19.13
2024-09-03T01:09:36+00:00,19.21
2024-09-03T01:14:39+00:00,19.29
2024-09-03T01:19:40+00:00,19.44
2024-09-03T01:24:41+00:00,19.32
2024-09-03T01:29:38+00:00,19.45
2024-09-03T01:34:40+00:00,19.42
2024-09-03T01:39:35+00:00,19.32
2024-09-03T01:44:39+00:00,19.38
2024-09-03T01:49:39+00:00,19.26
2024-09-03T01:54:39+00:00,19.11
2024-09-03T02:00:39+00:00,19.22
2024-09-03T02:05:37+00:00,19.21
2024-09-03T02:10:40+00:00,19.1
2024-09-03T02:15:36+00:00,19.06
2024-09-03T02:20:38+00:00,19.01
2024-09-03T02:25:39+00:00,18.85
2024-09-03T02:30:39+00:00,18.87
2024-09-03T02:35:37+00:00,19
2024-09-03T02:40:38+00:00,19.03
2024-09-03T02:45:36+00:00,18.87
2024-09-03T02:50:38+00:00,18.87
2024-09-03T02:55:43+00:00,18.88
2024-09-03T03:00:40+00:00,18.89
2024-09-03T03:05:37+00:00,18.86
2024-09-03T03:10:40+00:00,18.91
2024-09-03T03:15:36+00:00,18.76
2024-09-03T03:20:39+00:00,18.67
2024-09-03T03:25:40+00:00,18.61
2024-09-03T03:30:36+00:00,18.56
2024-09-03T03:35:37+00:00,18.4
2024-09-03T03:40:39+00:00,18.41
2024-09-03T03:45:38+00:00,18.32
2024-09-03T03:50:41+00:00,18.2
2024-09-03T03:55:38+00:00,18.14
2024-09-03T04:00:37+00:00,18.17
2024-09-03T04:05:37+00:00,18.22
2024-09-03T04:10:40+00:00,18.15
2024-09-03T04:15:38+00:00,18.34
2024-09-03T04:20:41+00:00,18.23
2024-09-03T04:25:38+00:00,18.44
2024-09-03T04:30:36+00:00,18.4
2024-09-03T04:35:40+00:00,18.39
2024-09-03T04:40:38+00:00,18.33
2024-09-03T04:45:42+00:00,18.48
2024-09-03T04:50:34+00:00,18.68
2024-09-03T04:55:34+00:00,18.76
2024-09-03T05:00:30+00:00,18.62
2024-09-03T05:05:29+00:00,18.61
2024-09-03T05:10:34+00:00,18.55
2024-09-03T05:15:32+00:00,18.72
2024-09-03T05:20:32+00:00,18.93
2024-09-03T05:25:44+00:00,19.08
2024-09-03T05:30:30+00:00,19.06
